,BUSINESS_DATE,sales,visits,weekday,15 secondi_R101,15 secondi_Radio 105 Network,15 secondi_Radio Deejay Network,15 secondi_Radio Dimensione Suono Network,15 secondi_Radio Italia Solo Musica Italiana,15 secondi_Radio Kiss Kiss Network,15 secondi_Virgin Radio,20 secondi_Area News-Radio Margherita-Kiss Kiss Italia,20 secondi_CNR Radio FM,20 secondi_R101,20 secondi_Radio 105 Network,20 secondi_Radio Deejay Network,20 secondi_Radio Dimensione Suono Network,20 secondi_Radio Italia Solo Musica Italiana,20 secondi_Radio Kiss Kiss Network,20 secondi_Radio Sportiva,20 secondi_Radiodue,20 secondi_Radiouno,20 secondi_RTL 102.5 Hit Radio,20 secondi_Teamradio University,20 secondi_Virgin Radio,30 secondi_Radio 105 Network,trend
553,11/17/16,1890977.07,269805,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553
554,11/18/16,2351916.4,317682,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554
555,11/19/16,3363202.2,415758,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555
556,11/20/16,3096455.49,363476,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556
557,11/21/16,1630477.67,236900,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557
558,11/22/16,1637020.4,238335,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558
559,11/23/16,1767186.38,252290,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559
560,11/24/16,1793217.47,254012,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560
561,11/25/16,2664238.35,350542,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561
562,11/26/16,3480630.04,428181,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562
563,11/27/16,3133749.49,367419,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
564,11/28/16,1616102.81,239002,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564
565,11/29/16,1634542.79,241249,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565
566,11/30/16,1766857.09,251819,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566
567,12/1/16,1871000.88,261393,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567
568,12/2/16,2471755.32,327575,Friday,2399.04,5672.94,8228.03,9068.597061,5478.66,1998.72,3035.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568
569,12/3/16,3393116.82,415358,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569
570,12/4/16,3216385.32,370677,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570
571,12/5/16,1942143.83,276359,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571
572,12/6/16,1809877.23,253889,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572
573,12/7/16,2354003.43,312412,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573
574,12/8/16,3135350.84,359341,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574
575,12/9/16,2607241.08,326972,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575
576,12/10/16,3248740.25,399436,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576
577,12/11/16,3016142.31,349298,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577
578,12/12/16,1715392.71,244019,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578
579,12/13/16,1795031.19,253550,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579
580,12/14/16,2053544.77,282184,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580
581,12/15/16,2056103.69,278453,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581
582,12/16/16,2547048.48,332805,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582
583,12/17/16,3586932.34,427704,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583
584,12/18/16,3403263.64,382864,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584
585,12/19/16,1956436.94,271190,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585
586,12/20/16,2094342.69,282754,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586
587,12/21/16,2330654.95,309763,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
588,12/22/16,2718072.02,356504,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588
589,12/23/16,3162667.62,393831,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589
590,12/24/16,1846490.55,234008,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590
591,12/25/16,1003300.82,126223,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591
592,12/26/16,2417046.26,282255,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592
593,12/27/16,2537090.81,321834,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593
594,12/28/16,2526135.45,316743,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594
595,12/29/16,2467957.22,309224,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595
596,12/30/16,2741950.91,336890,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596
597,12/31/16,1787391.42,226400,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597
598,1/1/17,2484249.2,277654,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598
599,1/2/17,2458869.44,314925,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599
600,1/3/17,2253161.91,290403,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600
601,1/4/17,2412254.33,304363,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601
602,1/5/17,2716157.39,334533,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602
603,1/6/17,2881015.76,337040,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603
604,1/7/17,3159359.29,376502,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604
605,1/8/17,2797253.63,325208,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605
606,1/9/17,1587844.61,229978,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606
607,1/10/17,1544565.85,225237,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607
608,1/11/17,1928734.48,269039,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608
609,1/12/17,1753199.8,247670,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609
610,1/13/17,2191611.73,295288,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610
611,1/14/17,3475085.18,423875,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611
612,1/15/17,2883097.79,341254,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612
613,1/16/17,1632173.27,237832,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613
614,1/17/17,1651525.18,238722,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614
615,1/18/17,1815476.99,254192,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615
616,1/19/17,1832519.68,259945,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616
617,1/20/17,2307208.94,314715,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617
618,1/21/17,3322728.01,414362,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618
619,1/22/17,2899966.77,346718,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619
620,1/23/17,1588312.01,233835,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.2317061,620
621,1/24/17,1647764.2,243445,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.2317061,621
622,1/25/17,1725042.73,251054,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.2317061,622
623,1/26/17,1789121.99,260463,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623
624,1/27/17,2313155.37,319815,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624
625,1/28/17,3252262.25,411206,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625
626,1/29/17,2922022.19,353140,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626
627,1/30/17,1613562.44,239630,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627
628,1/31/17,1638835.08,243643,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628
629,2/1/17,1741866.55,251362,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629
630,2/2/17,1751642.88,254271,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630
631,2/3/17,2254869.43,312629,Friday,2399.04,5672.94,2244,9068.597061,1249.5,1998.72,4433.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631
632,2/4/17,3183333.76,408615,Saturday,0,0,5984,0,3034.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632
633,2/5/17,2710928.44,334602,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633
634,2/6/17,1525421.99,241096,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634
635,2/7/17,1635090.7,244172,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635
636,2/8/17,1867849.09,273014,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636
637,2/9/17,1789510.19,259230,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637
638,2/10/17,2277300.88,315266,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638
639,2/11/17,3275644.67,418978,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639
640,2/12/17,2895866.7,355573,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
